,Total,Commercial,Industrial,Residential,Electricity Prod,Onroad,Cement,Aircraft,Airborne,Nonroad,POP2000,ALAND10,MSA Code,MSA Name
0,4.05585049143,0.149045823583,0.137227420512,0.190972254985,0.867622808824,2.19999521982,0.0,0.101742606634,0.255748847078,0.153495516241,160245,7105.575299,10180,"Abilene, TX Metropolitan Statistical AreaAbilene, TX Metropolitan Statistical AreaAbilene, TX Metropolitan Statistical Area"
1,2.94730191953,0.227891585127,0.466846112006,0.57632448774,0.0,1.38859462415,0.0,0.0453821845862,0.114076493611,0.128186432313,694960,2331.323747,10420,"Akron, OH Metropolitan Statistical AreaAkron, OH Metropolitan Statistical Area"
2,6.19339136936,0.104791931979,2.74179833115,0.147114754202,1.17054377728,1.64675572916,0.0,0.0628843144336,0.158071372907,0.161431132906,157833,5005.299727,10500,"Albany, GA Metropolitan Statistical AreaAlbany, GA Metropolitan Statistical AreaAlbany, GA Metropolitan Statistical AreaAlbany, GA Metropolitan Statistical AreaAlbany, GA Metropolitan Statistical Area"
3,3.41032972302,0.263974027547,0.209521224156,0.529594620251,0.31853394521,1.50624927743,0.288344019373,0.0523931828667,0.131699952172,0.110019470259,825875,7281.892392,10580,"Albany-Schenectady-Troy, NY Metropolitan Statistical AreaAlbany-Schenectady-Troy, NY Metropolitan Statistical AreaAlbany-Schenectady-Troy, NY Metropolitan Statistical AreaAlbany-Schenectady-Troy, NY Metropolitan Statistical AreaAlbany-Schenectady-Troy, NY Metropolitan Statistical Area"
4,3.10486378382,0.232274011203,0.164741168699,0.387482153748,0.288820976113,1.54379276474,0.0552334766442,0.0878433041092,0.220810359502,0.123865568239,729649,24041.559464,10740,"Albuquerque, NM Metropolitan Statistical AreaAlbuquerque, NM Metropolitan Statistical AreaAlbuquerque, NM Metropolitan Statistical AreaAlbuquerque, NM Metropolitan Statistical Area"
5,11.2861758127,0.100815086014,1.02611963319,0.197971041473,7.45525853759,2.11036652532,0.0,0.077487964974,0.194780363361,0.123376660806,145035,5078.935287,10780,"Alexandria, LA Metropolitan Statistical AreaAlexandria, LA Metropolitan Statistical Area"
6,15.3660427299,0.809000031064,10.1757562963,0.529256378014,1.57262930463,1.3556096354,0.661868913215,0.0408668291925,0.102726327163,0.118329016268,740395,3763.809464,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical AreaAllentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical AreaAllentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical AreaAllentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area"
7,3.22075391811,0.279253236697,0.953576186273,0.595737618472,0.0,1.14337798117,0.0,0.0389304574738,0.0978588862045,0.112019551818,129144,1361.815301,11020,"Altoona, PA Metropolitan Statistical Area"
8,14.6940986836,0.142505721299,0.494511292501,0.42985448654,11.1653470765,1.9704147809,0.0,0.10130191328,0.254641067976,0.13552235103,226522,9451.495291,11100,"Amarillo, TX Metropolitan Statistical AreaAmarillo, TX Metropolitan Statistical AreaAmarillo, TX Metropolitan Statistical AreaAmarillo, TX Metropolitan Statistical Area"
9,4.401656856,0.249122116503,0.295426663833,0.466555044323,1.6561330316,1.34082192021,0.0,0.0326122829172,0.0819769945362,0.27900880209,79981,1483.592867,11180,"Ames, IA Metropolitan Statistical Area"
10,6.93827007087,1.23194708155,1.81774532313,0.720268728587,0.00450025187341,1.10060752804,0.0,0.316195938737,1.56112508565,0.185880136418,319605,68149.269161,11260,"Anchorage, AK Metropolitan Statistical AreaAnchorage, AK Metropolitan Statistical Area"
11,2.89725392552,0.210928673195,0.470506936217,0.464560828747,0.00856025885211,1.49649370866,0.0,0.0270173667871,0.0679130910782,0.151273069482,133358,1170.454727,11300,"Anderson, IN Metropolitan Statistical Area"
12,6.065028237,0.127346657415,0.687072812839,0.167040044648,3.04743031254,1.75102333172,0.0,0.0389263846989,0.0978486726198,0.148340026548,165740,1852.945207,11340,"Anderson, SC Metropolitan Statistical Area"
13,3.56951278589,0.477783548832,0.481022629647,0.608959426439,0.000360225460289,1.7157897397,0.0,0.0316163149011,0.0794734480249,0.174507452887,322895,1828.442046,11460,"Ann Arbor, MI Metropolitan Statistical Area"
14,4.16006217427,0.112041933558,0.412305151939,0.244346586607,0.0,3.09222352983,0.0,0.0449909486944,0.113093043145,0.14106097159,112249,1569.189995,11500,"Anniston-Oxford, AL Metropolitan Statistical Area"
15,6.0551427962,0.388831524489,3.33995505005,0.508035996667,0.0427243479727,1.37544705906,0.0,0.0500199055565,0.12573427347,0.224394648863,201602,2475.405126,11540,"Appleton, WI Metropolitan Statistical AreaAppleton, WI Metropolitan Statistical Area"
